SRNO,REGIONAL CENTRE,AI-CODE AND NAME,TOTAL STUDENTS UPLOADED TMA,TOTAL TMA UPLOADED,TOTAL ALLOCATED SUBJECTS,TOTAL UN-ALLOCATED SUBJECTS,TOTAL EVALUATED SUBJECTS,TOTAL ALLOCATED UN-EVALUATED SUBJECTS,PRE-ALLOCATED,PRE-EVALUATED
2071,114-DEHRADUN,340018-Jawahar Navodaya Vidyalaya,2,9,0,9,0,0,0,0
2072,110-PATNA,030010-Jawahar Navodaya Vidyalaya,2,9,6,3,0,6,66.67,0
2073,114-DEHRADUN,340184-Sateswary Devi Memorial Public School,2,9,0,9,0,0,0,0
2074,105-CHANDIGARH,050269-L.c.r.t Public School,2,9,9,0,0,9,100,0
2075,120-RANCHI,260089-Jawahar Navodaya Vidyalaya,2,9,0,9,0,0,0,0
2076,107-DELHI,270475-Gyan Jyoti Public School,2,9,9,0,0,9,100,0
2077,114-DEHRADUN,340275-Super Inter College,2,9,9,0,9,0,100,100
2078,119-RAIPUR,290171-Adwani Oerlikon Govt. H.S. School,3,9,0,9,0,0,0,0
2079,109-JAIPUR,170408-Dahdimati International Sr. Sec. School,2,9,7,2,3,4,77.78,33.33
2080,104-GUWAHATI,M02075-Adarsha Vidyapith Beluguri,2,9,9,0,8,1,100,88.89
2081,109-JAIPUR,M17271-Al Suffah Academy Public School,2,9,9,0,9,0,100,100
2082,105-CHANDIGARH,050656-National Sr. Sec. School,2,9,9,0,3,6,100,33.33
2083,113-BHOPAL,M10264-Amreen Higher Secondary School,2,9,0,9,0,0,0,0
2084,107-DELHI,050594-Aakash International School,2,9,3,6,1,2,33.33,11.11
2085,121-CHENNAI,190017-Kennedy Matriculation Higher Sec,2,9,9,0,2,7,100,22.22
2086,111-ALLAHABAD/PRAYAGRAJ,210159-Dr.amrit Lal Ishrat,2,9,9,0,9,0,100,100
2087,115-BHUBANESWAR,410124-Jawahar Navodaya Vidyalaya,3,9,9,0,7,2,100,77.78
2088,102-PUNE,M36147-St.paul's English School&jr.college,2,9,9,0,7,2,100,77.78
2089,107-DELHI,270248-Bharat National Public School,2,9,0,9,0,0,0,0
2090,109-JAIPUR,170345-Sunrise Sr.sec. Public School,2,9,9,0,2,7,100,22.22
2091,109-JAIPUR,170153-Govt. Hr. Sec. School,2,9,8,1,2,6,88.89,22.22
2092,105-CHANDIGARH,160161-Atma Ram Memorial Convent School,2,9,9,0,3,6,100,33.33
2093,125-JAMMU,M38320-Muslim Institute Of Education,2,9,0,9,0,0,0,0
2094,115-BHUBANESWAR,150188-Centurion Public School,2,9,9,0,3,6,100,33.33
2095,105-CHANDIGARH,050530-Maharishi International Public Sch.,2,9,9,0,3,6,100,33.33
2096,105-CHANDIGARH,M16102-Sant Baba Attar Singh Public School,2,9,8,1,5,3,88.89,55.56
2097,113-BHOPAL,100109-Saraswati Gyan Mandir High School,2,9,0,9,0,0,0,0
2098,111-ALLAHABAD/PRAYAGRAJ,210432-Jawahar Navodaya Vidyalaya,2,9,8,1,5,3,88.89,55.56
2099,106-KOCHI,M09095-A.u.p. School,2,9,9,0,8,1,100,88.89
2100,115-BHUBANESWAR,150204-Dronacharya School,2,9,4,5,4,0,44.44,44.44
2101,111-ALLAHABAD/PRAYAGRAJ,M21286-St. Jude's Inter College,2,9,3,6,1,2,33.33,11.11
2102,103-KOLKATA,220102-Kendriya Vidyalaya,2,9,0,9,0,0,0,0
2103,121-CHENNAI,420112-Sri Sankara Vidyalaya Mat. Hr. Sec. School,2,9,9,0,0,9,100,0
2104,120-RANCHI,"450175-Deepsikha, ICD & MH",2,9,0,9,0,0,0,0
2105,102-PUNE,TM2801-Montfort Industrial Training Institute,2,9,9,0,9,0,100,100
2106,104-GUWAHATI,200030-Manughat Class Xii School,2,9,9,0,6,3,100,66.67
2107,111-ALLAHABAD/PRAYAGRAJ,210794-Shri Mahipal Shastri Inter College,2,9,6,3,2,4,66.67,22.22
2108,104-GUWAHATI,240029-Govt. Higher Secondary School,2,9,9,0,8,1,100,88.89
2109,106-KOCHI,T09001-Govt. ITI Kalamassery,4,8,8,0,5,3,100,62.5
2110,110-PATNA,030261-R.b.+2 Inter School,2,8,6,2,0,6,75,0
2111,105-CHANDIGARH,160152-Cambridge Convent High School,2,8,8,0,8,0,100,100
2112,102-PUNE,110150-Orchids The International School,2,8,8,0,7,1,100,87.5
2113,102-PUNE,M38333-Salahuddin Ayyubi Memorial Urdu,2,8,7,1,4,3,87.5,50
2114,110-PATNA,030246-Govt.girls Higher Secondary School,2,8,3,5,0,3,37.5,0
2115,111-ALLAHABAD/PRAYAGRAJ,210059-Mahanagar Boys Inter College,2,8,5,3,2,3,62.5,25
2116,101-HYDERABAD,470023-P R R Jr. College,3,8,8,0,5,3,100,62.5
2117,107-DELHI,M21662-AYESHA PUBLIC SCHOOL,2,8,0,8,0,0,0,0
2118,121-CHENNAI,190173-Tagore Senior Secondary School,2,8,0,8,0,0,0,0
2119,105-CHANDIGARH,050388-Apex Public School,2,8,6,2,2,4,75,25
2120,121-CHENNAI,190105-Mathagondapalli Model School,2,8,8,0,6,2,100,75
2121,113-BHOPAL,100294-Anupama Higher Secondary School,4,8,0,8,0,0,0,0
2122,105-CHANDIGARH,160093-Sidana International School,2,8,8,0,4,4,100,50
2123,105-CHANDIGARH,160140-Chopra Public School,3,8,8,0,8,0,100,100
2124,109-JAIPUR,170421-Akash Science Academy Sr. Sec. School,2,8,8,0,7,1,100,87.5
2125,120-RANCHI,260025-Ramakrishna Mission English School,2,8,5,3,0,5,62.5,0
2126,114-DEHRADUN,340234-Govt. Inter College,2,8,0,8,0,0,0,0
2127,121-CHENNAI,190170-Vivekananda Vision School,2,8,8,0,6,2,100,75
2128,118-GANDHINAGAR,040050-Kendriya Vidyalaya,4,8,8,0,5,3,100,62.5
2129,111-ALLAHABAD/PRAYAGRAJ,210532-Jawahar Navodaya Vidyalaya,2,8,5,3,0,5,62.5,0
2130,103-KOLKATA,220047-Kendriya Vidyalaya No. 2,2,8,0,8,0,0,0,0
2131,117-BENGALURU,080030-Kendriya Vidalaya,3,8,8,0,2,6,100,25
2132,113-BHOPAL,100173-Adarsh Adivasi High School,2,8,0,8,0,0,0,0
2133,109-JAIPUR,170141-Govt. Sr.sec.school,2,8,7,1,7,0,87.5,87.5
2134,104-GUWAHATI,M14025-Little Flower Higher Secondary,2,8,8,0,8,0,100,100
2135,111-ALLAHABAD/PRAYAGRAJ,210680-Urmil Unique Central Academy,2,8,8,0,8,0,100,100
2136,123-GANGTOK,180018-Govt. Senior Secondary School,3,8,8,0,7,1,100,87.5
2137,119-RAIPUR,290151-Govt. Hr.sec. School,1,7,0,7,0,0,0,0
2138,114-DEHRADUN,210725-J.P. Academy Public School,1,7,7,0,7,0,100,100
2139,114-DEHRADUN,M21642-Meerut Girls Inter College,1,7,0,7,0,0,0,0
2140,102-PUNE,360122-Sri Ma Vidyalaya Patlipada,2,7,7,0,7,0,100,100
2141,114-DEHRADUN,210617-Doon Hills Academy,2,7,6,1,6,0,85.71,85.71
2142,114-DEHRADUN,M21308-Muslima Girls Inter College,3,7,2,5,2,0,28.57,28.57
2143,109-JAIPUR,170150-Govt. Hr. Sec. School,2,7,7,0,4,3,100,57.14
2144,121-CHENNAI,190046-Govt. Girls Hr. Sec. School,2,7,7,0,4,3,100,57.14
2145,114-DEHRADUN,210720-Aarti Memorial Sr.Sec.Public School,3,7,0,7,0,0,0,0
2146,104-GUWAHATI,200026-Marachara Class Xii School,2,7,7,0,4,3,100,57.14
2147,106-KOCHI,090008-Bharata Mata College,3,7,7,0,1,6,100,14.29
2148,121-CHENNAI,310001-Kendriya Vidyalaya,3,7,0,7,0,0,0,0
2149,111-ALLAHABAD/PRAYAGRAJ,210179-Shri Sunil Kumar Shiksha Inter collage,3,7,3,4,0,3,42.86,0
2150,121-CHENNAI,420101-Blossom Public School,2,7,0,7,0,0,0,0
2151,122-DHARAMSALA,060051-J.c.b. Public Sr.sec.publilc School,2,7,0,7,0,0,0,0
2152,114-DEHRADUN,340242-Govt. Inter College,2,7,0,7,0,0,0,0
2153,111-ALLAHABAD/PRAYAGRAJ,M21391-Global Oriental School,2,7,3,4,2,1,42.86,28.57
2154,120-RANCHI,260130-K.n. +2 High School,2,7,0,7,0,0,0,0
2155,111-ALLAHABAD/PRAYAGRAJ,320604-Hq 4 Rapid,1,7,3,4,0,3,42.86,0
2156,114-DEHRADUN,210679-Loyal Public School,3,7,0,7,0,0,0,0
2157,102-PUNE,M38212-Anglo Urdu Boys High School & Jr,2,7,7,0,6,1,100,85.71
2158,107-DELHI,270262-Sarvodaya Bal Vidyalaya,1,7,0,7,0,0,0,0
2159,122-DHARAMSALA,"060050-Jai Him Nav Jyoti Sr. Sec. School,",2,7,7,0,7,0,100,100
2160,114-DEHRADUN,340240-Tibetan Homes School,2,7,0,7,0,0,0,0
2161,120-RANCHI,260148-Govt. High School,2,7,7,0,7,0,100,100
2162,118-GANDHINAGAR,390109-Govt. Sec. & Hr. Sec. School,2,7,7,0,7,0,100,100
2163,121-CHENNAI,190171-Shrine vailankanni Sr. Sec. School,3,7,6,1,6,0,85.71,85.71
2164,113-BHOPAL,100291-Hitkari Hr.sec. School,2,7,0,7,0,0,0,0
2165,120-RANCHI,M26188-HOLY CROSS SCHOOL,2,7,0,7,0,0,0,0
2166,109-JAIPUR,170321-New Adarsh Senior Secondary School,1,7,6,1,1,5,85.71,14.29
2167,107-DELHI,270420-Dhanpatmal Virmani Sr.sec.school,1,7,0,7,0,0,0,0
2168,114-DEHRADUN,210636-S.b.d.m. Intermediate College,3,7,0,7,0,0,0,0
2169,118-GANDHINAGAR,390080-Saurabh English School,2,7,7,0,7,0,100,100
2170,118-GANDHINAGAR,040063-Savvy International School,2,7,7,0,7,0,100,100
2171,115-BHUBANESWAR,150054-Ekalavya Model Residential School,2,7,6,1,4,2,85.71,57.14
2172,103-KOLKATA,180005-Fiveways School,2,7,7,0,4,3,100,57.14
2173,102-PUNE,M36123-St. Ursula High School,2,7,7,0,7,0,100,100
2174,113-BHOPAL,100024-Maharishi Vidya Mandir,1,7,5,2,0,5,71.43,0
2175,111-ALLAHABAD/PRAYAGRAJ,210106-Kids Corner Happy Sr. Sec. School,1,7,1,6,0,1,14.29,0
2176,105-CHANDIGARH,050667-Northern International School,2,7,7,0,3,4,100,42.86
2177,111-ALLAHABAD/PRAYAGRAJ,210032-Kendriya Vidyalaya,2,6,4,2,1,3,66.67,16.67
2178,103-KOLKATA,220015-Marwari Panchayat Charity Trust,1,6,6,0,6,0,100,100
2179,120-RANCHI,260135-+2 High School,2,6,0,6,0,0,0,0
2180,106-KOCHI,M09062-Mit Trust English Medium School,1,6,6,0,3,3,100,50
2181,113-BHOPAL,"100093-Mata Beti Bai Public School,",2,6,0,6,0,0,0,0
2182,102-PUNE,110120-Jawahar Navodaya Vidyalaya,1,6,6,0,4,2,100,66.67
2183,109-JAIPUR,170300-Bhoomija Sr.sec. School,1,6,4,2,0,4,66.67,0
2184,105-CHANDIGARH,050402-New Pragati Senior Secondary School,2,6,6,0,1,5,100,16.67
2185,109-JAIPUR,170049-Mahaveer Vidya Mandir,1,6,6,0,3,3,100,50
2186,117-BENGALURU,080072-BVM GLOBAL SCHOOL BENGALURU,1,6,6,0,6,0,100,100
2187,106-KOCHI,M09061-Noorul Huda Orphanage,1,6,6,0,1,5,100,16.67
2188,114-DEHRADUN,210211-Vanasthali Public Sr.sec. School,1,6,0,6,0,0,0,0
2189,121-CHENNAI,310006-Annai Teresa Govt. Girls Hr. Sec.,1,6,0,6,0,0,0,0
2190,122-DHARAMSALA,060024-Sanjay Gandhi Public Sr.sec School,1,6,0,6,0,0,0,0
2191,105-CHANDIGARH,160076-Jawahar Navodaya Vidyalaya,1,6,4,2,2,2,66.67,33.33
2192,114-DEHRADUN,340223-Govt. Inter College,2,6,0,6,0,0,0,0
2193,109-JAIPUR,170148-Adarsh Gyan Mandir Sr.sec. School,2,6,5,1,3,2,83.33,50
2194,115-BHUBANESWAR,150032-Oriental Public School,2,6,4,2,3,1,66.67,50
2195,104-GUWAHATI,320108-58 GTC,1,6,4,2,3,1,66.67,50
2196,111-ALLAHABAD/PRAYAGRAJ,M21652-Sir Syed Public School,1,6,3,3,2,1,50,33.33
2197,110-PATNA,030028-Kendriya Vidyalaya No.-2,2,6,4,2,0,4,66.67,0
2198,114-DEHRADUN,M38371-Madrasa Mahaboobiya High School,1,6,0,6,0,0,0,0
2199,115-BHUBANESWAR,410114-Ravenshaw Collegiate School,1,6,5,1,4,1,83.33,66.67
2200,109-JAIPUR,M38272-Maulana Abul Kalam Azad Muslim,1,6,4,2,2,2,66.67,33.33
2201,113-BHOPAL,M38256-Madarsa Hazrat Bilal,1,6,5,1,5,0,83.33,83.33
2202,102-PUNE,110149-Army Public School,1,6,6,0,5,1,100,83.33
2203,107-DELHI,270414-Muni International School,1,6,6,0,6,0,100,100
2204,111-ALLAHABAD/PRAYAGRAJ,210013-St. Queen Mary's Public School,2,6,2,4,1,1,33.33,16.67
2205,118-GANDHINAGAR,040104-P. Chandra International School,2,6,6,0,2,4,100,33.33
2206,123-GANGTOK,180014-Govt. Senior Secondary School,1,6,6,0,3,3,100,50
2207,107-DELHI,050611-M D Senior Secondary School,1,6,0,6,0,0,0,0
2208,114-DEHRADUN,340263-Adarsh Hr. Sec. School,1,6,0,6,0,0,0,0
2209,106-KOCHI,M09102-Bappuji English Medium School,2,6,6,0,6,0,100,100
2210,110-PATNA,030011-Jawahar Navodaya Vidyalaya,1,6,5,1,0,5,83.33,0
2211,120-RANCHI,260094-+2 High School,1,6,0,6,0,0,0,0
2212,114-DEHRADUN,M38237-Jamia Farooquia Azizul Uloom,1,6,0,6,0,0,0,0
2213,120-RANCHI,260054-D.a.v. Public School Barkakana,2,6,5,1,0,5,83.33,0
2214,114-DEHRADUN,340123-Govt. Inter College,2,6,0,6,0,0,0,0
2215,109-JAIPUR,170366-Navodaya Bal Senior Sec. School,1,6,6,0,1,5,100,16.67
2216,107-DELHI,210722-Ganga Inter National College,1,6,0,6,0,0,0,0
2217,120-RANCHI,260111-+2 High School,2,6,0,6,0,0,0,0
2218,111-ALLAHABAD/PRAYAGRAJ,210414-Jawahar Navodaya Vidyalaya,1,6,1,5,0,1,16.67,0
2219,107-DELHI,050337-Genius Convent Sr. Sec. School,1,6,0,6,0,0,0,0
2220,114-DEHRADUN,210764-S.K.D Public School,1,6,0,6,0,0,0,0
2221,103-KOLKATA,189001-Regional Centre-Gangtok,1,6,6,0,5,1,100,83.33
2222,102-PUNE,110131-Kendriya Vidyalaya,1,6,6,0,5,1,100,83.33
2223,107-DELHI,210394-Gautam Public Hr.sec.school,1,6,0,6,0,0,0,0
2224,118-GANDHINAGAR,040052-Gangadhara High School,1,6,6,0,6,0,100,100
2225,114-DEHRADUN,340102-Maharishi Vidya Mandir,2,6,0,6,0,0,0,0
2226,107-DELHI,050102-Navyug High School,1,6,6,0,6,0,100,100
2227,111-ALLAHABAD/PRAYAGRAJ,210620-Premchandra Shivdhara Inter College,1,6,6,0,6,0,100,100
2228,105-CHANDIGARH,160092-Doon Valley Cambridge School,1,6,6,0,1,5,100,16.67
2229,121-CHENNAI,190018-Veera Savarkar Netaji Matric.school,2,6,6,0,5,1,100,83.33
2230,111-ALLAHABAD/PRAYAGRAJ,210435-Jawahar Navodaya Vidyalaya,1,6,3,3,2,1,50,33.33
2231,111-ALLAHABAD/PRAYAGRAJ,M21544-Al Jamiatul Islamia Khairul Uloom,1,6,6,0,6,0,100,100
2232,105-CHANDIGARH,050609-Aravali Modern School,1,6,6,0,0,6,100,0
2233,114-DEHRADUN,340231-Govt. Intermediate College,1,6,0,6,0,0,0,0
2234,115-BHUBANESWAR,410006-Govt. Higher Secondary School,1,6,5,1,3,2,83.33,50
2235,116-VISAKHAPATNAM,470221-Silver Oaks High School,2,6,5,1,5,0,83.33,83.33
2236,104-GUWAHATI,140028-Govt. Higher Secondary School,1,6,5,1,4,1,83.33,66.67
2237,107-DELHI,M27476-Shiv Modern Senior Secondary School,1,6,0,6,0,0,0,0
2238,114-DEHRADUN,M21661-Delhi Public Global School,2,6,0,6,0,0,0,0
2239,104-GUWAHATI,020052-Jawahar Navodaya Vidyalaya,1,6,6,0,5,1,100,83.33
2240,111-ALLAHABAD/PRAYAGRAJ,210330-Kanpur Public School,1,6,5,1,4,1,83.33,66.67
2241,121-CHENNAI,320412-The Madras Regimental Centre,2,6,0,6,0,0,0,0
2242,120-RANCHI,260172-K.b.s.s.+2 High School,1,6,0,6,0,0,0,0
2243,107-DELHI,050411-Universal Senior Secondary School,2,6,0,6,0,0,0,0
2244,109-JAIPUR,170099-Kendriya Vidyalaya,1,6,6,0,2,4,100,33.33
2245,105-CHANDIGARH,050237-Vivekanand Sr. Sec. School,1,6,6,0,3,3,100,50
2246,120-RANCHI,260085-Jawahar Navodaya Vidyalaya,1,6,0,6,0,0,0,0
2247,122-DHARAMSALA,060012-Govt. Sr. Sec. School,1,6,0,6,0,0,0,0
2248,114-DEHRADUN,340213-Govt. Inter College,2,6,6,0,6,0,100,100
2249,123-GANGTOK,180008-Govt. Senior Secondary School,1,6,6,0,4,2,100,66.67
2250,103-KOLKATA,230006-Govt. Girls Sr. Sec School,1,6,0,6,0,0,0,0
2251,105-CHANDIGARH,160134-Guru Nanak Public School,1,6,6,0,4,2,100,66.67
2252,121-CHENNAI,190054-Govt. Higher Secondary School,1,6,6,0,6,0,100,100
2253,104-GUWAHATI,440003-Orang Higher Secondary School,1,6,4,2,4,0,66.67,66.67
2254,104-GUWAHATI,020019-Little Flower School,2,6,6,0,2,4,100,33.33
2255,120-RANCHI,260195-Name 5141,1,6,0,6,0,0,0,0
2256,104-GUWAHATI,240030-Govt. Higher Secondary School,1,6,6,0,4,2,100,66.67
2257,125-JAMMU,070038-Jawahar Navodaya Vidyalaya,2,6,2,4,0,2,33.33,0
2258,111-ALLAHABAD/PRAYAGRAJ,M21493-Madarsa Muskan,1,6,3,3,1,2,50,16.67
2259,120-RANCHI,260102-Smt. Anarkali +2 School,1,6,0,6,0,0,0,0
2260,111-ALLAHABAD/PRAYAGRAJ,210760-Pt. Gupt Ram Pandey Adarsh Inter College,2,6,4,2,2,2,66.67,33.33
2261,107-DELHI,"G27048-Govt Sarvodaya Kanya Vidalaya, H Block , Phase -1 Ashok Vihar, North West B Delhi-110052",2,6,0,6,0,0,0,0
2262,118-GANDHINAGAR,040062-M.B. Patel Gyanjot Vidhya Vihar,1,6,6,0,5,1,100,83.33
2263,114-DEHRADUN,340318-Doon Bhawani International School,1,6,0,6,0,0,0,0
2264,115-BHUBANESWAR,150187-Brajendra High School,1,6,3,3,3,0,50,50
2265,103-KOLKATA,M22073-St. Thomas High School,2,6,1,5,1,0,16.67,16.67
2266,116-VISAKHAPATNAM,010150-Sri Pragyna Junior College,1,6,6,0,6,0,100,100
2267,104-GUWAHATI,020066-Name 5178,2,6,6,0,3,3,100,50
2268,121-CHENNAI,310011-Navalar Nedunchezhian Govt.Hr.Sec.School,1,6,0,6,0,0,0,0
2269,110-PATNA,030327-Rajkiya Girls +2 High School,1,6,3,3,0,3,50,0
2270,102-PUNE,M11089-N.t.c.c High School,1,5,5,0,5,0,100,100
2271,105-CHANDIGARH,050581-MAA BHAGWATI NIKETAN PUBLIC SCHOOL,1,5,5,0,1,4,100,20
2272,105-CHANDIGARH,050489-Pushpa Kanya Sr. Secondary School,1,5,5,0,4,1,100,80
2273,116-VISAKHAPATNAM,010209-HEAL SCHOOL,1,5,5,0,4,1,100,80
2274,113-BHOPAL,100166-Ram Sundar Higher Secondary School,1,5,0,5,0,0,0,0
2275,122-DHARAMSALA,060010-Govt. Sr. Sec. School,1,5,0,5,0,0,0,0
2276,103-KOLKATA,220101-Kendriya Vidyalaya,1,5,4,1,4,0,80,80
2277,109-JAIPUR,170136-Lady Anusuya Singhania Educational,1,5,5,0,3,2,100,60
2278,111-ALLAHABAD/PRAYAGRAJ,210717-Radhika Senior Secondary School,1,5,2,3,2,0,40,40
2279,117-BENGALURU,V08001-Arundhati Gurukulam,1,5,5,0,5,0,100,100
2280,111-ALLAHABAD/PRAYAGRAJ,M38179-Saint Kabir Inter College,1,5,5,0,5,0,100,100
2281,114-DEHRADUN,340112-Govt. Inter College,1,5,0,5,0,0,0,0
2282,120-RANCHI,260193-Saraswati Shishu Vidya Mandir,1,5,0,5,0,0,0,0
2283,113-BHOPAL,100311-Noble Public School,1,5,5,0,3,2,100,60
2284,111-ALLAHABAD/PRAYAGRAJ,210793-Pahalwan Gurudeen Public School,1,5,5,0,1,4,100,20
2285,113-BHOPAL,"100060-Vidya Bharti Higher Sec School,",1,5,0,5,0,0,0,0
2286,111-ALLAHABAD/PRAYAGRAJ,210582-Raj Devi Ram Karan Public School,1,5,1,4,0,1,20,0
2287,102-PUNE,110075-Shri Bhavani Vidyamandir,1,5,5,0,5,0,100,100
2288,111-ALLAHABAD/PRAYAGRAJ,210751-Green Field Aademy,1,5,1,4,1,0,20,20
2289,104-GUWAHATI,020030-Kendriya Vidyalaya,1,5,5,0,2,3,100,40
2290,105-CHANDIGARH,050027-St. Theresa's Convent School,2,5,3,2,3,0,60,60
2291,104-GUWAHATI,020079-L.N. Bezbarua High School,1,5,5,0,3,2,100,60
2292,113-BHOPAL,100142-Jawahar Navodaya Vidyalaya,1,5,0,5,0,0,0,0
2293,104-GUWAHATI,140018-Neingulie Memorial High School,1,5,5,0,1,4,100,20
2294,121-CHENNAI,190087-Kendriya Vidyalaya,1,5,0,5,0,0,0,0
2295,107-DELHI,210746-Sidhi Vinayak Public School,1,5,0,5,0,0,0,0
2296,111-ALLAHABAD/PRAYAGRAJ,M21660-AL HAFEEZ EDUCATIONAL ACADEMY,1,5,3,2,2,1,60,40
2297,116-VISAKHAPATNAM,010144-Sri Harsha's Junior  & Degree,1,5,5,0,5,0,100,100
2298,105-CHANDIGARH,050625-St. Simran Public School,1,5,5,0,4,1,100,80
2299,113-BHOPAL,100092-Baba Nepali Higher Secondary School,1,5,0,5,0,0,0,0
2300,109-JAIPUR,170355-Hukumchand Public School,1,5,3,2,1,2,60,20
2301,118-GANDHINAGAR,390125-Radhe International School,1,5,5,0,4,1,100,80
2302,122-DHARAMSALA,060063-Shivalik Public Sr.sec.school,1,5,0,5,0,0,0,0
2303,102-PUNE,360109-Bharti Sanskrit Vidya Niketaram,1,5,5,0,5,0,100,100
2304,125-JAMMU,070033-Jawahar Navodaya Vidyalaya,1,5,0,5,0,0,0,0
2305,105-CHANDIGARH,050598-Rajwanshi Shiksha Niketan Sr. Sec. School,1,5,5,0,2,3,100,40
2306,109-JAIPUR,M38315-Khawaja Model School,1,5,0,5,0,0,0,0
2307,104-GUWAHATI,120058-Christian Model English Higher Secondary School,1,5,5,0,4,1,100,80
2308,113-BHOPAL,100198-Jawahar Navodaya Vidyalaya,1,5,0,5,0,0,0,0
2309,121-CHENNAI,M19106-PERAL MATRICULATION SCHOOL,1,5,0,5,0,0,0,0
2310,109-JAIPUR,170327-Manju Public Sr. Secondary School,1,5,5,0,2,3,100,40
2311,113-BHOPAL,100137-Jawahar Navodaya Vidyalaya,1,5,0,5,0,0,0,0
2312,110-PATNA,030260-J.n.k.t.inter School,1,5,3,2,0,3,60,0
2313,121-CHENNAI,420104-BVM GLOBAL BOLLINENI HILLSIDE SENIOR SECONDARY SCHOOL,1,5,5,0,0,5,100,0
2314,103-KOLKATA,230002-Govt. Senior Secondary School,1,5,0,5,0,0,0,0
2315,105-CHANDIGARH,160126-R.P. International Sr.Sec. School,1,5,4,1,1,3,80,20
2316,119-RAIPUR,290140-Govt. Boys Higher Secondary School,1,5,0,5,0,0,0,0
2317,120-RANCHI,260116-Sarvodaya +2 High School,1,5,0,5,0,0,0,0
2318,113-BHOPAL,100086-Vishwa Bharti Higher Sec. School,1,5,0,5,0,0,0,0
2319,103-KOLKATA,220064-B.d.memorial English High School,1,5,0,5,0,0,0,0
2320,111-ALLAHABAD/PRAYAGRAJ,210421-Vansha Devi Inter College,1,5,5,0,0,5,100,0
2321,105-CHANDIGARH,050119-Swami Vivekanand Modern School,1,5,5,0,3,2,100,60
2322,109-JAIPUR,170110-Kamalnishtha Vidya Niketan,1,5,5,0,2,3,100,40
2323,105-CHANDIGARH,050560-Deewal Interrnational School,1,5,5,0,3,2,100,60
2324,106-KOCHI,M09086-Aes Public School,1,5,5,0,2,3,100,40
2325,105-CHANDIGARH,050514-Satluj Senior Secondary School,1,5,5,0,4,1,100,80
2326,104-GUWAHATI,M02066-CENTRAL PUBLIC SCHOOL,1,5,4,1,3,1,80,60
2327,120-RANCHI,260096-Zila School,1,5,0,5,0,0,0,0
2328,107-DELHI,270482-James Convent School,1,5,0,5,0,0,0,0
2329,110-PATNA,030093-Satyendra Narayan Mahila Maha-,1,5,5,0,1,4,100,20
2330,105-CHANDIGARH,160075-Jawahar Navodaya Vidyalaya,1,5,5,0,4,1,100,80
2331,105-CHANDIGARH,160146-N.R.M. HOLLY HEART CONVENT SCHOOL,1,5,5,0,3,2,100,60
2332,114-DEHRADUN,340314-DR. B.R.A INTER COLLEGE,1,5,0,5,0,0,0,0
2333,114-DEHRADUN,210784-Divine Global Academy,1,5,0,5,0,0,0,0
2334,118-GANDHINAGAR,390160-Sandipani Gurukul Vidhyalay,1,5,5,0,5,0,100,100
2335,105-CHANDIGARH,050430-Global Public School,1,5,5,0,0,5,100,0
2336,102-PUNE,M38267-Fazlani L'academie Globale,1,5,5,0,4,1,100,80
2337,111-ALLAHABAD/PRAYAGRAJ,210147-Saint Vivekanandsr.sec.publicschool,1,5,5,0,5,0,100,100
2338,114-DEHRADUN,M38369-Pragati Senior Secondary School,1,5,0,5,0,0,0,0
2339,121-CHENNAI,420059-Kendriya Vidyalaya,1,5,0,5,0,0,0,0
2340,111-ALLAHABAD/PRAYAGRAJ,210788-Paras Public School,1,5,3,2,2,1,60,40
2341,110-PATNA,450093-J.m.institute Of Speech & Hearing,1,5,5,0,1,4,100,20
2342,115-BHUBANESWAR,410102-Govt. High School,1,5,4,1,3,1,80,60
2343,105-CHANDIGARH,050659-Vidyantriksh Sr. Sec. School,1,5,5,0,2,3,100,40
2344,120-RANCHI,260150-R.k.+2 High School,1,5,5,0,5,0,100,100
2345,110-PATNA,030374-JAWAHAR NAVODAYA VIDYALAYA,1,5,5,0,1,4,100,20
2346,105-CHANDIGARH,050471-S.d.senior Secondary School,1,5,5,0,5,0,100,100
2347,105-CHANDIGARH,M16110-Nightingle Sr.Sec. School,1,5,5,0,3,2,100,60
2348,105-CHANDIGARH,050001-Janta Kalyan Samiti,1,5,5,0,1,4,100,20
2349,109-JAIPUR,170325-Sh. Narayan Sr.sec. School,1,5,5,0,3,2,100,60
2350,117-BENGALURU,080069-Patel Public School,1,5,5,0,4,1,100,80
2351,111-ALLAHABAD/PRAYAGRAJ,210708-GAURI SHANKAR PUBLIC SCHOOL,2,5,4,1,4,0,80,80
2352,121-CHENNAI,190037-Kendriya Vidydalaya,1,5,0,5,0,0,0,0
2353,111-ALLAHABAD/PRAYAGRAJ,210639-Sh. Ramesh Chandra I.c. Sonai,1,5,2,3,0,2,40,0
2354,105-CHANDIGARH,050276-Bal Bharti Adarsh Vidhyalaya,1,5,5,0,0,5,100,0
2355,107-DELHI,J05286-District  Jail,1,5,0,5,0,0,0,0
2356,111-ALLAHABAD/PRAYAGRAJ,M21370-Roshan Higher Secondary School,1,5,3,2,1,2,60,20
2357,105-CHANDIGARH,J16004-Name 4921,2,5,5,0,5,0,100,100
2358,102-PUNE,M11130-Iqra English Medium school,1,5,5,0,5,0,100,100
2359,115-BHUBANESWAR,450114-Social Welfare Agency & Training,1,5,5,0,3,2,100,60
